날짜,제목
19.05.21,차티스트 각나옴 에이다를 밀었던 이유 + 현재 에이다 차트 분석
19.05.20,1시간뒤 삭) 고급 정보 주고 간다
19.05.20,이젠 떡상이든 떡락이든 아무 느낌이 없다
19.05.20,일단 인증부터하고 시작한다 잘봐라흑우들아
19.05.19,-97프로 수익 인증
19.05.19,"2년전에도 물리고, 2년후에도 처 물린 흑우 말랑 카우스 없제?"
19.05.19,비코 하면서 돈이 뭔지 진지하게 고민해보게 된다..
19.05.19,이더리움 전망
19.05.19,작년 대폭락때 비트코인 갤러리 게시물들 ㄷㄷ
19.05.19,미리보는 내일 아침 전국 농협지점들의 모습.fact
19.05.19,나처럼 비트코인 하는 애있냐?
19.05.19,올해 코인판은 끝난것 같다
19.05.18,어제 떡락부터 지금까지 챠트분석해봤다.
19.05.18,자신이 비트 10000개정도 가진 세력이라고 생각해보자
19.05.18,지금 에이다 101층에 엄마 수술비 몰빵했는데 오르겠지?
19.05.18,BJ보고 비트맥스 따라하는사람들 꼭봐라. 코인 하는사람들 꼭 읽어라
19.05.18,"코린이들을 위해 코인들 설명해줄께 (비코.비캐.이더.리플,이오스)"
19.05.18,코인질의 황금률을 잊으면 안되는 현실적 이유
19.05.18,에이다 차트에 코끼리 떳다
19.05.18,코인판 돈 쉽게 버는 방법 알려준다
19.05.18,(엄격근엄진지) 냉정한 비트코인 앞으로의 전망.txt
19.05.17,아 경찰서옴
19.05.17,떡락해서 손이 풀려서 라면먹다가
19.05.17,지금의 하락장에서 살아남기위한 종목을 추천드립니다
19.05.17,니들은 나한테 감사해라 내가 떡락장 만들었다
19.05.17,40대 아재인가 이 등신 돌대가리 꼰머새기 ㅋㅋㅋ
19.05.16,예언률100% 차티스트다. 에이다 산 사람들 주목
19.05.16,비캐 이더로 130퍼 수익먹엇다 개꿀ㅋ 인증잇음
19.05.16,올해는 차트 가지고 장난 치는 사람이 없네;;
19.05.16,많이올랐다그래서 업비트깔았다.jpg
19.05.15,빗갤 코인용어 정리
19.05.14,코인이 이제 시작인거 같냐?
19.05.14,리플 정확한 분석 가져왔다
19.05.14,"이더리움 사야되는 이유, 이더가 곧 펌핑이 올거라는 이유"
19.05.14,이래서 레알로 돈많은 애들이 주식회사 차리려는 거구나
19.05.14,[공지] 와 이거 뭐냐 실화냐?
19.05.14,비트코인 오르는거 보고1000만원 넣었더니 몇분후에 1020만원되네
19.05.14,(성지글) 비트코인 무조건 내년안에 1억간다
19.05.14,리플 400원 돌파 수익 인증.jpg
19.05.14,비트코인 1200만 간다.JPG
19.05.14,압구정개시발년진짜
19.05.14,지금 턴다고? 병신들이냐?
19.05.12,10토막 난다음 2배오른 코인이 뭐가 부럽다는거야 ㅎ????????
19.05.08,[공지] 바이nan스 해킹과 해커전략분석
19.05.02,[공지] 다시왔다 역대급 펌핑간다
19.04.17,IBM 블록체인 부회장 “비트코인 100만달러 간다”
19.04.14,성과급 받았네요
19.04.14,질문있어~~
19.04.14,일요일 날씨가 우중층하네요
19.04.11,그저께 비트코인 처음 투자 했는데 떨어지네요
19.04.09,지금의 코인 급등은 안전하지 못하다. 너무 믿지 마라.
19.04.04,이번 화재때문에 비트코인 상승장시작한다(근거있음)
19.04.03,1년동안 진짜 괴로웠다.. 글남긴다
19.04.02,근데 진짜 니들은 비트코인이 힘들어진게 국가탓이라 생각함?
19.04.02,비트 떡상 이유 이럴때 발행량 적은 엽전주 타라 몇십배 먹는다
19.03.24,[공지] 오랜만이다 역대급 분석간다
19.03.11,코인 전성기가 다시 오길 바라는 이유 중 하나
19.02.26,군대에서 진급누락이 말이 되나!!!!! 당직사관이 전파한다 (2월 26일
19.02.10,ㅋㅋㅋ이런놈도 있네 ㅋㅋㅋ
19.02.10,250만원 땄다.인증
19.02.07,펌)외진 갈 사람은 신청서 작성한다!!!당직사관이 전파한다 2월 7일해외
19.02.03,비닥스 좀 지켜봐야 할듯 ㅋㅋ
19.01.30,비트코인은 망한 시장이다. (장문주의)
19.01.25,오늘은 진지공사 하는 날이다!!!!! 당직사관이 전파한다(1.25 해외
19.01.24,오늘은 중대대항전이 있는 날이다 당직사관이 전파한다. (1월 24일 해외
19.01.22,비트코인 좆된 친구들 내가 돌아왔어
19.01.19,비트코인이 0원이되는이유.
19.01.19,현재 한국 2위 비트코인 채굴장......jpg
19.01.18,존버한지 1년째 그냥 털고 나갑니다.
19.01.17,헐 ㅈ두언 2만따리였는데 개떡상함;
19.01.15,돈좀날린애들들어와라
19.01.14,진심 니들 아직도 들고 있냐???
19.01.14,코인판이 얼마나 허무맹랑한지 알려준다
19.01.10,하나씩 배워보는 차트용어)) SL과 TP란 무엇인가?
19.01.09,비트코인 ETF 승인은 머지않았다?!?!? 리뷰
19.01.06,유시민이 해냈다 ㅋㅋㅋ
19.01.06,이제 곧 불장(상승장) 시작되는 이유. eu
19.01.05,2013년 빝갤 모습
19.01.04,"속보) 중국당국, 가상화폐 시장 개방 뜻 내비추다."
19.01.02,sbs스페셜 고스트머니 전문가의 견해
18.12.31,[추천]압구정 저격한다
18.12.28,신의두뇌가 누군지 알려줄게 다들들어봤제 ??
18.12.26,다들 스펑키 알제 ??
18.12.25,뇌가 우동사리가 아니라면 정신차리자 ㅠㅠ
18.12.25,지난 1년 존버한 흑우들..
18.12.25,ㅋㅋ자고일어나서 폰부터던짐
18.12.23,크리스마스 차트분석 끝났다 념글 보내라
18.12.21,(속보) 좃비트 죳됨 ㅋㅋㅋㅋㅋㅋ
18.12.17,도지코인 대박난다더니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꼴좋네
18.12.16,주식30년차 아재다. 존버들은 듣거라
18.12.16,상승장이라길래 업비트켜봄
18.12.15,비트코인으로 9억 잃었다.
18.12.12,작년 12월에 손절하고 1년만에 왔다
18.12.12,[공지] 야 이거 공통점 찾아봐라
18.12.11,존버하면 된다매 씨발년들아
18.12.10,[공지] 힘든시기입니다. 탈출방법 알려드립니다
18.12.09,비트코인 3400 지지선? 가벼운 의견..
18.12.09,예전과 비교도 안되는 코인광풍이 다시 오는 이유
18.12.08,내 친구 자살했다...
18.12.07,유시민 작가님 비트코인 예측과 현실을 비교해보자.jpg
18.12.07,저기... 념글 가능할까요?
18.12.07,가상화폐 2018 망년회겸 정모 장소..
18.12.07,진짜 사람인생 모르는거구나..1년만에....난비트코인하는사람도아님..
18.12.06,"펌) 비트코인 물량 300,000 BTC 추가이동 발견"
18.12.05,펌) 비트코인 6만개 대량이동 분석글 ㄷㄷㄷㄷㄷㄷ
18.12.02,주식 10년차 선배가 보는 비트차트
18.11.29,10년모은돈을 코인으로 다 날린 사람도 희망이 있는이유
18.11.29,7탄} 지니비트의 CGC코인 진입 시점 분석
18.11.28,코인이 뭔 도박이냐 ㅋㅋㅋㅋㅋ
18.11.28,유시민 이자식 하는말 봐라..
18.11.27,유시민 비트코인 토론중에 가장 기억에 남는 거 ㅋㅋㅋ
18.11.27,2주동안 5700꼴고 갑니다
18.11.27,4탄 안녕하세요 지니비트 입니다.
18.11.26,3탄) 안녕하세요 암호화폐 전문가 지니비트입니다.
18.11.26,"""비트코인의 실체"" 관련"
18.11.26,필독) 이런 상황속에도 좋은 소식이 하나있네요.
18.11.25,에이다 이거 1년 존버했다고 함
18.11.25,전 재산을 비트코인에 올인한 가족.jpg
18.11.25,95%손해인증한다다... 자살하러간다......하..ㅠㅠ
18.11.25,코인 올만에 들어가니까 25만원 있네 개꿀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18.11.25,나만큼 마이너스 심한사람 있냐? 집 한채날림ㅡㅡ
18.11.24,유투브에 가면 스펑키라는 사람있는데
18.11.23,정부는 국민들에게 단 한번이라도 행복한 꿈을 꾸게 해본적 있습니까?
18.11.21,아직도 미련 못버린 코인 흑우들 불쌍하다..
18.11.21,1년후 빗갤럼 근황
18.11.21,주식30년차 아재다. 오늘 밤 코인판은 사망한다
18.11.21,비트코인의 적정가격분석.
18.11.21,지금 이상황은 시장의 붕괴다. 판이 깨지고 있다.
18.11.21,형이 평생 부자가 되는게 한이였는데
18.11.20,지금 돌아보면 이 때가 좋은 시절이었는 듯
18.11.20,"에이다,슨트 혹우 인증.jpg"
18.11.20,필독) 비트 몰락한다음 기축통화로쓰일 3세대 대장 알려준다
18.11.19,비트코인 내일 아침상황
18.11.15,주식30년차 아재가 분석해준다
18.11.10,존버로 수익율 95% 찍었다.
18.11.09,10월의 가장 활동적인 ERC20 프로젝트 TOP 10 !
18.11.09,암호화폐 시장은 완벽한 성장이 될수밖에 없다.
18.11.04,씨발 믿기지가 않는다 기적이다 손이 떨린다
18.11.01,아쇼할때 몇가지 나만의 기준
18.10.25,더 늦으면 안될꺼 같아서 적어봄
18.10.22,휴먼스케이프 X 카카오 ㄷㄷㄷㄷㄷ
18.10.20,공약 잘 지키는 문재인...jpg
18.10.14,본인 96년생인데 오늘생일인데 엄마가 생일상 차려주셨는데 평가점..JPG
18.10.07,이거 연말에 탈출가능한지좀..
18.10.07,거래소에 돈 개쳐 올리고 개쳐 내리는게 누군지 궁금하다고????????
18.10.06,10월 5일 알트갤러리 사건 총정리 (2편)
18.10.04,리플 개발자는 전라도 출신이냐 ㅋㅋㅋ
18.10.03,3달후쯤이면 좆더리움 5만원이면 살듯 ㅇㅅㅇ
18.10.03,리플현황..........
18.10.02,아 시발 짬지코인 샤워하고 나왔더니 630원에서 왜 625원 되있냐?
18.10.02,코린이들아 리플상황정리해준다 개추박아라
18.09.30,리플충 수준 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
18.09.30,┌√守===─━ 리플 Ripple 매수한 ㅅㄲ들 특징 - XRP
18.09.30,존버의 최후.jpg
18.09.29,개병신들이 좆도 모르면서 리플 까네
18.09.27,개꿀코인 IHT 추천해준다 들어와봐
18.09.25,리플 웬만하면 사지말아야 하는이유
18.09.25,[빗갤세미나] 리플 상황을 제대로 알아보자 (뉴비투자참고)
18.09.25,리플 인증간다
18.09.25,이번에 리플 급등한 내막 기사 번역해준다
18.09.24,"비트코인에 버그...""마음대로 찍을 수 있어"""
18.09.23,리플사라 증거사진이다 이렇게 까지 알려줘야하냐?
18.09.23,일본과 같은 천국이 지구상에 존재한다는게 정말 믿어지지 않는다
18.09.23,***니들이 단타를 하면 안되는이유(팩트)
18.09.22,다 까야 믿어주냐 ㅠㅠ.. 885에 7300넣었다구 ㅠㅠㅠㅠ
18.09.21,리플 315원에 풀손절 친거 인증한다
18.09.20,햐.....코인질로 돈 다 잃었다
18.09.17,비트코인을 말한다
18.09.16,에이다진짜 ㅅㅂ 기분젖같은대 조금만 양도한다
18.09.15,존나 대단하네 ㅋㅋㅋㅋㅋㅋㅋㅋ
18.09.13,예전과 비교도 안되는 코인광풍이 다시 오는 이유
18.09.13,알트코인 현 상황과 미래상황 예측 그래프....jpg
18.09.13,정신차려라고 따끔한한마디한다 물린 씹것들아ㅋㅋ 여기서 올릴것같아?ㅡㅡ
18.09.12,잘 모르는 사람을 위한 9월 씹호재 3가지
18.09.11,코인 정말 그만해라 난 접었다.... 다 털었다.
18.09.11,이렇게 여러 코인 가지고 있는거 쌉에바?
18.09.11,가상화폐 100년뒤 상황..
18.09.11,이년은 진짜 폐기물처리해야되는거 아니냐
18.09.07,저떠납니다!더이상 수입도없고 모은돈으로 해선하러갑니다.
18.09.06,엠팍의 부동산 예측 레전드..............jpg
18.09.06,2장의 사진으로 간단 요약
18.09.04,이영상보고 캡들어갔다 100만원먹고 300만원 토하는중이다 .. 하
18.09.03,코인 투자하기 어려우면 꼭봐라(딴지 잘거는 빗갤러는 꼭 필독)
18.09.02,강남 클럽의 만수르(헤미넴으로 불리우는 로저버도 인정한사나이_)
18.08.27,엠팍의 문재인 예측 레전드.....jpg
18.08.24,태풍도 오고 날도 꾸리꾸리한게 하소연 한번 한다.
18.08.24,잡 알트코인을 버려야하는 이유
18.08.22,(사진)신혼. 마누라몰래 코인하다 걸려서 쫑나는썰.jpg
18.08.21,머ㄴl넷 본사가 싱가포르에 있네?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
18.08.20,유x브에서 남한테 코인강의하는 넘이 ㅋㅋㅋ 수익이이지랄이니 ㅋㅋㅋ
18.08.16,세력 vs 흑우 .gif
18.08.15,빗갤러들아... 어떻게 해야되나 죽고싶다..
18.08.14,아내 가이혼하잔다...
18.08.14,리플 200원대에 왕창 사둔 친구가...
18.08.14,(인증) 알바천국 머니냇 사옥앞이다 ㅅㅂ
18.08.14,각 코인별 최고점대비 하락율.JPG
18.08.14,꼴페미 여성시대가 지지하는 정당은????
18.08.14,(리얼스토리)저번주 토요일날 아다깼다 질문받는다 -2부-그녀와의컨택
18.08.13,(리얼스토리) 저번주 토요일날 아다깼다 질문받는다.
18.08.13,터키환율땜에 명품 반값에 사는거 실화냐?
18.08.13,근데 솔직히 입에쳐발린 개스캠으로 사람들 현혹시키는거보단 머니.넷이 낫지
18.08.12,올해 안으로 코인들 급상승한다.
18.08.12,갓럼프 클라스
18.08.11,정부는 국민들에게 단 한번이라도 행복한 꿈을 꾸게 해본적 있습니까?
18.08.11,아니 솔직히 나같은놈 있냐? 진지하게
18.08.11,현재 가상화폐 상황
18.08.10,머니넷 ICO 존나 진지하게 분석해봄 *스압주의*
18.08.10,하.... 진짜 죽고싶다..
18.08.10,이번에 본인인증 절차 세운 건 코인판 입장에서 실책이다;
18.08.10,자살할까 진지하게 고민중임
18.08.07,김경수 쉴드치는 페미들과 맘충........jpg
18.08.05,아.. 107프로 손절했습니다. 역대 최고 똥손 흑우입니다.
18.08.04,여성징병제 할까봐 공포에 떠는 여고생
18.08.04,블록인프레스의 김가현 기자라고
18.08.04,거래소 직원이다
18.08.03,"(사진 有) 펀디, 원화기준 5억~6억정도 바이백 결정"
18.08.03,사진) 전세계 거래소 거래량 순위 (업비트있음)
18.08.03,사진) 펀디 현재가격 + 1따리 가즈아 ㅋ
18.08.03,흑우들아 ㅆ호재 들고왔다
18.08.02,청와대 난민 청원 근황 ........jpg
